Date,Revenue,Expenses,Profit,Cash Flow,Debt,Assets,Liabilities,Marketing Spend,Employee Count,Tax Paid,Operational Cost
2000-11-29,53496,59494,-5998,-7526,36495,113615,21290,8529,483,13261,36670.56
2000-11-30,80692,40005,40687,35857,12206,61867,64648,18504,436,13551,27290.84
2000-12-01,64425,34135,30290,35264,10086,84380,32352,11505,125,13362,22633.98
2000-12-02,58756,38888,19868,23637,19958,111517,32998,13531,82,11526,25429.59
2000-12-03,38888,47481,-8593,-5334,21383,54529,61798,9550,120,4062,34781.47
2000-12-04,55735,43401,12334,8849,49083,131481,28704,14992,107,6769,31861.93
2000-12-05,67295,55431,11864,15056,13677,131020,38886,12711,121,11190,44052.57
2000-12-06,37955,79459,-41504,-44306,35257,74787,23075,7331,352,12977,57761.23
2000-12-07,57841,39937,17904,13805,24570,85008,55364,19555,342,2098,26339.71
2000-12-08,90640,60851,29789,30692,17645,96667,54189,8133,231,12102,43006.4
2000-12-09,85510,72775,12735,15490,22784,119858,62830,8073,340,8559,52901.41
2000-12-10,54911,66874,-11963,-7977,37045,140451,34979,17923,112,10881,45613.78
2000-12-11,79031,69791,9240,6306,18326,121499,64993,17163,56,13057,50780.38
2000-12-12,27357,28146,-789,2773,38986,57153,31434,19588,309,4002,21495.89
2000-12-13,52479,45101,7378,4916,48980,143323,46649,19928,339,11564,32750.55
2000-12-14,81476,26253,55223,54130,20437,124406,47859,7373,344,2423,16646.56
2000-12-15,64811,63504,1307,3267,49728,78857,49326,11663,263,5441,42213.74
2000-12-16,56208,18223,37985,35581,38682,61478,23973,17205,338,8667,14444.41
2000-12-17,40150,20441,19709,24589,23156,144796,63172,8211,298,2579,13743.72
2000-12-18,91180,57590,33590,31911,37777,85324,27806,18950,252,11898,44116
2000-12-19,63286,55149,8137,12467,35310,136090,44490,14106,58,11580,34636.93
2000-12-20,88450,27863,60587,63307,29855,82152,56620,7938,155,11812,22207.33
2000-12-21,41352,52952,-11600,-13979,15439,57795,22703,16484,420,5241,34010.14
2000-12-22,75069,44564,30505,34862,46033,85155,69705,8807,192,3404,35306.92
2000-12-23,34397,31653,2744,7444,11968,68750,33349,5155,141,7218,19306.39
2000-12-24,61555,39088,22467,21308,49859,60478,52577,12812,335,13497,27960.9
2000-12-25,66959,37499,29460,29018,23939,60749,62688,12338,418,9570,23839.4
2000-12-26,20728,57083,-36355,-36437,43992,99946,22692,9464,349,5399,41618.44
2000-12-27,70517,75520,-5003,-1288,43955,93461,52285,13203,328,10163,58894.17
2000-12-28,86234,38682,47552,46891,44876,53781,65662,9932,373,12190,25516.21
2000-12-29,59954,47132,12822,8060,25711,131382,64458,15164,260,7763,32072.96
2000-12-30,67280,75736,-8456,-12236,31404,105144,25151,17318,106,9320,46146.72
2000-12-31,99459,19533,79926,75694,37108,76233,64482,15630,478,8834,13968.77
2001-01-01,36779,32426,4353,7779,39303,102857,51938,18208,277,12555,23368.39
2001-01-02,83932,29560,54372,55702,33582,139352,55113,17444,248,13289,21389.57
2001-01-03,92936,49409,43527,45915,35135,132897,69533,16466,301,11259,38675.91
2001-01-04,44466,30925,13541,13133,48405,124624,47140,14492,323,10502,19127.53
2001-01-05,56939,79477,-22538,-17827,35021,62529,31746,6079,156,13550,55175.83
2001-01-06,89896,37987,51909,54526,11308,148033,69109,10654,222,6989,25044.86
2001-01-07,55270,25633,29637,32719,44184,50075,20607,10893,98,9576,16627.92
2001-01-08,79163,51065,28098,30677,28289,147984,52442,19053,64,10574,34071.89
2001-01-09,71934,71207,727,4854,40482,128171,62262,15966,224,12299,56091.55
2001-01-10,84895,65535,19360,23820,33684,147175,22277,16899,290,9301,42622.89
2001-01-11,52307,45125,7182,8638,17782,51657,31625,6954,171,7522,27839.64
2001-01-12,74098,18996,55102,59112,48870,121385,47015,13186,182,5268,12959.46
2001-01-13,80921,15014,65907,65024,30062,101023,24826,8460,154,12515,9809.7
2001-01-14,25486,29895,-4409,-6970,36129,64167,26124,17539,149,4669,19675.11
2001-01-15,28335,16674,11661,15941,39716,127471,25394,18629,495,3263,11514.7
2001-01-16,31130,52867,-21737,-20651,16030,87637,47753,7641,184,6277,40340.91
2001-01-17,80566,35001,45565,45389,45770,64828,41931,7900,379,3996,26847.31
2001-01-18,86703,72251,14452,19417,45333,148653,51467,18134,242,3992,50335.78
2001-01-19,47192,70709,-23517,-20126,12583,136780,43030,16979,403,13643,54276.75
2001-01-20,21062,69626,-48564,-45195,20811,144998,63868,12719,136,6429,44084.97
2001-01-21,41545,32864,8681,9223,32235,118626,54597,10372,143,12636,21470.99
2001-01-22,41689,41321,368,4490,33881,88616,62479,16901,473,14398,26114.28
2001-01-23,31174,39082,-7908,-10872,13918,101416,40047,7246,388,2992,30648.93
2001-01-24,29348,67198,-37850,-33173,23869,51523,55232,11619,106,12031,50488.62
2001-01-25,43714,55131,-11417,-14326,16511,148945,56607,11114,466,3750,41547.69
2001-01-26,58102,20957,37145,37695,24116,140825,69729,17924,129,13229,15452.01
2001-01-27,94460,19210,75250,74513,45981,58190,38426,15886,467,3726,11576.87
2001-01-28,26801,63544,-36743,-35313,13887,119032,39306,6425,463,9249,40814.05
2001-01-29,92267,69623,22644,20028,11222,104964,36185,12891,201,5754,53926.7
2001-01-30,68136,65127,3009,4335,15746,111850,64441,10593,341,5979,45348.91
2001-01-31,43625,79586,-35961,-32754,29491,126286,61570,11241,65,5930,59573.93
2001-02-01,92592,33069,59523,62186,28897,101079,39739,7278,388,12552,21278.28
2001-02-02,97052,49851,47201,51229,31236,64440,20170,5228,363,13740,30563.83
2001-02-03,64261,41865,22396,25117,24432,147834,36112,16259,418,2198,32048.52
2001-02-04,21542,33070,-11528,-14371,38014,124016,51306,14933,52,14040,21386.1
2001-02-05,41677,19158,22519,27287,26175,104698,47351,18646,336,12963,12338.75
2001-02-06,66732,70961,-4229,-8924,14983,64966,61487,15319,308,12607,48252.64
2001-02-07,70343,72852,-2509,-386,20389,56045,62072,9600,189,6331,51669.73
2001-02-08,59081,64339,-5258,-8205,30522,112797,24454,8937,215,5517,46674.81
2001-02-09,82856,50550,32306,33118,27704,105139,30530,13659,223,6899,39681.82
2001-02-10,39065,35572,3493,1837,28750,121699,29432,10906,399,3154,26725.85
2001-02-11,74693,19100,55593,55049,12535,148262,23708,9233,495,10017,13471.91
2001-02-12,46962,59469,-12507,-16299,32673,143646,66248,11321,375,3807,37395.44
2001-02-13,48295,30525,17770,14628,22406,125777,40852,6825,382,14674,19147.88
2001-02-14,33807,75861,-42054,-44351,42498,138279,41868,17391,358,10139,47499.27
2001-02-15,62348,33456,28892,25863,23453,117159,61365,19565,339,9383,26675.65
2001-02-16,46432,70803,-24371,-28258,30769,66636,48233,7482,182,4489,53980.63
2001-02-17,77854,15097,62757,58740,42992,109614,31648,7887,391,3174,9318.58
2001-02-18,60262,24483,35779,32906,39565,128453,30233,14522,425,10695,16178.62
2001-02-19,57080,70957,-13877,-15238,12800,138131,48517,19292,338,9456,47134.27
2001-02-20,21324,51232,-29908,-27432,11280,97329,32565,16052,76,7699,33971.14
2001-02-21,55909,16787,39122,34682,43289,135582,39743,16888,445,9437,10089.13
2001-02-22,39870,55531,-15661,-14009,28002,89250,61686,7729,417,4725,38118.19
2001-02-23,54578,36788,17790,17177,39834,121314,35005,19971,67,11160,28378.61
2001-02-24,92124,48451,43673,41605,21874,66751,32281,11481,224,7985,30122.19
2001-02-25,46790,31092,15698,19180,27985,63803,51342,12994,219,7357,19051.13
2001-02-26,45289,16132,29157,26066,12306,92530,20338,14846,394,2615,11770.49
2001-02-27,75129,27314,47815,50045,17822,52030,30650,7608,335,9092,20610.48
2001-02-28,35485,53645,-18160,-21732,38403,110414,29113,15646,86,13858,34798.28
2001-03-01,64482,37582,26900,22847,10942,144566,32433,15750,347,3380,29367.85
2001-03-02,24748,42780,-18032,-21684,46699,82040,24187,7350,321,3218,31503.51
2001-03-03,29435,75467,-46032,-42460,36781,63945,30058,16433,76,12807,52477.53
2001-03-04,23709,47236,-23527,-18631,46517,60638,43489,8992,456,13964,35893.93
2001-03-05,50355,67988,-17633,-22324,34836,114467,25712,16844,247,7669,45197.06
2001-03-06,75771,28068,47703,46117,14740,111983,37069,15826,400,13802,18355.24
2001-03-07,77799,62401,15398,16187,26373,57558,62524,17586,155,5824,40709.02
2001-03-08,33116,63526,-30410,-25720,22419,78537,51391,6901,127,10743,40451.39
2001-03-09,45470,73958,-28488,-26920,26791,60037,56593,17933,204,7893,57365.34
2001-03-10,62344,65193,-2849,1003,15272,71007,55470,12662,66,13999,44226.44
2001-03-11,62918,26057,36861,35308,24617,102489,23771,9237,284,12031,20189.42
2001-03-12,72224,70041,2183,-544,18758,85064,55025,10099,172,4833,54400.67
2001-03-13,59298,48622,10676,15365,25103,60423,43707,11169,311,6051,30449.88
2001-03-14,81629,53506,28123,25265,22973,115010,52154,14946,132,2291,32533.87
2001-03-15,86040,78372,7668,12465,44747,74229,26312,16643,187,9502,62203.79
2001-03-16,48016,17026,30990,30729,36528,74628,68754,11455,169,9154,10934.47
2001-03-17,43960,41563,2397,7020,32548,92529,51008,18674,222,3037,28114.53
2001-03-18,53591,79046,-25455,-29997,36582,94884,62283,18468,305,12285,49485.18
2001-03-19,87641,53133,34508,37088,30222,55204,35921,5977,489,14930,41941.51
2001-03-20,56395,17550,38845,34182,49908,84176,67369,7257,336,4832,10850.3
2001-03-21,42700,77552,-34852,-34402,23476,132638,49079,11349,302,14739,59051.82
2001-03-22,54620,45922,8698,11078,12315,106009,22681,16391,268,3337,35460.4
2001-03-23,40559,22089,18470,17490,14756,99722,24970,19008,473,11068,17333.95
2001-03-24,81642,31623,50019,53555,49564,122546,49530,16509,52,7297,21886.38
2001-03-25,96539,64641,31898,32541,24314,100200,20019,10958,224,11541,46053.97
2001-03-26,41732,27043,14689,10631,10032,137582,37176,9356,141,14767,18974.96
2001-03-27,50354,16036,34318,29663,24533,135884,43606,15288,417,3762,11348.84
2001-03-28,33843,79136,-45293,-46399,18523,53074,55242,6127,457,5117,51309.43
2001-03-29,91726,73682,18044,21560,30965,83621,38356,9668,188,3210,52713.73
2001-03-30,37640,37516,124,1734,14215,60853,21713,12167,252,14053,24462.6
2001-03-31,72528,36164,36364,33502,26541,119825,65110,16440,292,10135,25925.16
2001-04-01,58413,72061,-13648,-14259,31329,104998,37292,5304,80,8618,55110.68
2001-04-02,72638,67421,5217,8932,29072,82376,37584,13289,352,7019,40492.29
2001-04-03,72736,21122,51614,54440,35268,106167,23552,16332,127,2129,16319.63
2001-04-04,88866,62346,26520,29336,47812,105127,43675,18939,220,10890,42962.75
2001-04-05,39087,74898,-35811,-40553,38459,81711,52393,11211,316,5637,54080.85
2001-04-06,61430,46786,14644,10754,41473,55496,35328,17432,413,6161,30474.7
2001-04-07,44504,63457,-18953,-16628,17846,135536,30506,19464,105,13198,50749.46
2001-04-08,27114,31150,-4036,-2549,48153,57920,55446,13252,311,3005,22521.82
2001-04-09,98859,37094,61765,57585,44866,102314,57069,11409,178,7018,29474.25
2001-04-10,30975,26692,4283,5271,15454,52700,34056,16169,381,2263,20139.64
2001-04-11,31023,27054,3969,4604,34709,67958,40499,7684,51,8792,20972.33
2001-04-12,41447,16767,24680,24344,40700,65388,38503,5700,213,3237,10927.12
2001-04-13,43959,19708,24251,26344,44895,134072,52590,17721,385,10849,14364.08
2001-04-14,86203,56121,30082,29686,39678,57192,51712,15784,474,4790,37646.01
2001-04-15,49703,72999,-23296,-26733,45153,79970,60530,17713,411,6059,55735.95
2001-04-16,29337,67158,-37821,-36478,42354,55568,34127,19938,242,7925,53405.01
2001-04-17,66427,44292,22135,26534,17762,51551,64107,6239,174,9037,28466.56
2001-04-18,81529,43082,38447,41947,30581,87447,65968,13690,338,10645,32193.92
2001-04-19,51921,49024,2897,-264,14426,78870,23360,18495,115,5578,36719.05
2001-04-20,53307,41734,11573,14248,39047,135962,49971,18940,176,8414,27962.52
2001-04-21,47355,57911,-10556,-7555,11474,102953,69581,12530,155,9356,36404.76
2001-04-22,24835,38461,-13626,-9051,23051,143115,26430,5091,421,2244,25530.9
2001-04-23,40159,20351,19808,17114,15989,127262,49285,19034,378,3656,12893.1
2001-04-24,67605,62031,5574,9946,19240,62984,63954,18493,313,13971,48179.71
2001-04-25,58088,48517,9571,9711,39795,94204,69399,7241,269,7252,37137.14
2001-04-26,98752,32092,66660,64346,48275,91395,61277,10562,436,12044,24165.79
2001-04-27,75284,54184,21100,17060,15782,145493,25035,17160,477,9788,40729.24
2001-04-28,77043,73965,3078,6707,28762,67851,37100,6196,188,8938,50292.42
2001-04-29,55547,54718,829,-3716,35237,69748,59589,7840,306,12796,42756.47
2001-04-30,47532,60096,-12564,-10797,22646,133765,25936,13450,481,10633,45796.74
2001-05-01,54349,76999,-22650,-23833,17293,117070,65376,18766,247,5678,60151.6
2001-05-02,65445,40041,25404,30165,45368,130899,39722,10208,219,11719,28022.49
2001-05-03,25713,76339,-50626,-46331,28109,149794,53050,17878,478,11234,50135.16
2001-05-04,76178,40676,35502,40312,24332,136190,32772,12795,396,7277,29681.93
2001-05-05,69407,49481,19926,16438,48821,56484,49241,9664,83,14150,36440.11
2001-05-06,90340,27777,62563,62301,41159,59213,66310,7627,156,12174,20590.16
2001-05-07,70990,39320,31670,27061,43484,70202,41439,6153,81,8877,26639.16
2001-05-08,95672,23308,72364,69985,29796,139553,29408,8077,366,9300,16388.47
2001-05-09,85545,58441,27104,28280,15323,148473,22574,9216,270,11331,36368.85
2001-05-10,78141,63146,14995,19107,38598,146943,64881,12906,311,4877,45466.86
2001-05-11,43793,30329,13464,14183,30464,149004,36362,15529,409,8089,21014.36
2001-05-12,76570,28882,47688,48729,21254,105282,64376,16092,146,12105,18427.58
2001-05-13,57892,64347,-6455,-7855,41552,70925,39712,18436,287,8952,44949.77
2001-05-14,21015,19714,1301,1511,45128,149254,41687,5374,495,7621,13201.11
2001-05-15,81813,41050,40763,40271,36709,112372,54593,10690,340,10896,30003.87
2001-05-16,47712,58432,-10720,-9278,11946,134538,23647,8093,316,11806,44495.11
2001-05-17,28415,30753,-2338,316,13512,119366,44329,18747,447,5668,20970.32
2001-05-18,82292,44979,37313,42293,18118,132217,65899,19184,414,6575,34487.42
2001-05-19,43833,60089,-16256,-15040,11351,107203,59099,18532,94,6249,38143.49
2001-05-20,24158,29630,-5472,-2587,29459,116045,58566,10360,75,9756,21545.46
2001-05-21,82680,75398,7282,2542,30288,95842,58636,11669,289,6548,51712.97
2001-05-22,40309,32658,7651,9484,20539,102901,53857,10101,345,8605,22052.32
2001-05-23,26970,18709,8261,12788,26911,77257,53055,11057,211,8453,12079.26
2001-05-24,92474,48106,44368,45312,20845,106270,29266,10958,128,10771,31194.43
2001-05-25,66540,54529,12011,13145,21166,67824,35129,13900,303,5303,37715.11
2001-05-26,40384,67663,-27279,-25404,23467,71849,42072,18454,141,14935,51943.91
2001-05-27,38017,52043,-14026,-12198,25793,144900,58075,15291,144,3160,36965.65
2001-05-28,95880,77061,18819,14153,32031,57581,54998,18039,115,8530,55056.86
2001-05-29,28702,26491,2211,4880,31544,76749,46373,6826,199,4586,19669.49
2001-05-30,20384,65808,-45424,-47645,48253,98970,47142,14072,474,9816,43316.38
2001-05-31,20404,54530,-34126,-30131,39761,120765,55152,6400,364,13228,36866.46
2001-06-01,60943,23834,37109,39437,13279,50448,64185,13539,276,8625,18343.24
2001-06-02,67926,29358,38568,36005,33116,79837,40830,14316,387,10860,17918.46
2001-06-03,49189,24872,24317,22124,23018,67017,32918,18657,285,4158,17477.48
2001-06-04,32763,73694,-40931,-40741,25740,142169,69361,18253,209,6937,52105.9
2001-06-05,38384,36657,1727,5859,30320,55886,41736,17207,340,3868,26041.4
2001-06-06,80100,72962,7138,5301,43812,112480,24219,16566,160,7184,54888.17
2001-06-07,29860,65321,-35461,-31367,24482,75290,59914,5199,119,3703,45088.58
2001-06-08,70612,39827,30785,33273,13439,71993,36973,11089,437,2735,30617.05
2001-06-09,43574,23173,20401,24861,26696,88414,61092,8373,399,7583,15475.3
2001-06-10,43524,31685,11839,6862,25948,73499,32502,10833,291,5895,21162.59
2001-06-11,89172,26333,62839,62491,11890,143186,56607,14298,406,10217,20876.52
2001-06-12,30916,65718,-34802,-37054,23759,116453,57888,9383,57,12870,43695.04
2001-06-13,24809,26356,-1547,-4097,30605,63498,28531,11541,358,10224,16826.24
2001-06-14,52201,55584,-3383,1205,22192,56937,60321,6047,390,12078,39484.47
2001-06-15,73330,59917,13413,16508,33362,96694,47260,6297,336,6987,47360.74
2001-06-16,33456,66362,-32906,-34549,35071,112698,21636,5502,71,13928,50159.63
2001-06-17,76397,26344,50053,53148,12028,101184,52320,6909,191,7472,18104.49
2001-06-18,58765,63955,-5190,-2107,36668,124326,46377,13986,250,11949,44843.12
2001-06-19,54816,59619,-4803,-3831,25690,128799,56086,12953,82,10064,47669.9
2001-06-20,65106,54998,10108,15057,39582,142412,65233,12549,449,10191,40906.25
2001-06-21,73932,56571,17361,20516,12907,82054,24932,6347,67,3792,35085.7
2001-06-22,37100,30795,6305,8374,42739,63503,49992,8484,193,5907,22232.68
2001-06-23,77091,44743,32348,32686,13143,50002,50700,15910,79,13044,35275.51
2001-06-24,41949,70740,-28791,-31259,18919,55277,66156,10250,425,12519,45175.31
2001-06-25,90080,16943,73137,73474,31774,88073,24887,8152,157,8443,12787.3
2001-06-26,57744,39649,18095,16868,17574,98268,31887,17482,445,12839,27079.52
2001-06-27,65543,75217,-9674,-8209,19306,76567,22359,5838,63,9104,47286.64
2001-06-28,56187,61783,-5596,-5935,11677,121575,22275,16166,153,2604,47428.85
2001-06-29,27239,36021,-8782,-11725,44811,139924,51466,8580,150,3996,26219.98
2001-06-30,34489,23348,11141,6818,17681,92886,30019,18530,271,13611,14068.34
2001-07-01,78017,26750,51267,49241,38540,119682,51489,18949,262,14558,20494.99
2001-07-02,81877,20385,61492,64968,41714,53762,51199,19821,304,13550,14415.44
2001-07-03,63125,31639,31486,32134,13114,134634,63403,14090,183,5019,22932.67
2001-07-04,69922,34494,35428,36872,14853,110171,63079,9556,457,3680,24582.66
2001-07-05,52049,79566,-27517,-30677,37419,68856,67509,11929,62,5404,53950.93
2001-07-06,57131,57011,120,-3002,37462,112838,23529,7173,229,5892,35757.58
2001-07-07,62944,64041,-1097,192,41105,74176,36083,12253,430,7416,47632.33
2001-07-08,93963,52800,41163,45965,16599,146856,29277,14388,269,9084,38902.51
2001-07-09,44285,54029,-9744,-7525,39446,148921,43032,6675,130,5225,41702.22
2001-07-10,57626,66569,-8943,-10629,12341,133313,54239,8110,254,7467,48124.55
2001-07-11,62808,33640,29168,25546,27493,134384,34363,7993,274,9601,20481.85
2001-07-12,73871,50402,23469,23809,37217,98334,45586,9797,376,10105,34395.36
2001-07-13,39198,75240,-36042,-31135,32856,81262,58744,8766,150,14841,46716.57
2001-07-14,39758,16891,22867,18319,17408,117338,35856,13978,374,12143,12150.42
2001-07-15,35254,43259,-8005,-4472,45841,58355,63523,10549,301,5028,27714.53
2001-07-16,64238,78021,-13783,-18391,31754,109000,24953,7141,147,8510,61534.52
2001-07-17,21252,43987,-22735,-22264,48313,93141,27762,13821,447,4056,27759.24
2001-07-18,59764,67616,-7852,-11583,10915,75210,60033,11708,292,2626,51834.04
2001-07-19,97709,25683,72026,75163,26645,124683,51212,6387,176,6740,18536.74
2001-07-20,57441,76083,-18642,-20592,48282,98217,65804,11011,262,12661,50343.27
2001-07-21,73682,24967,48715,50995,45808,76695,50652,18278,387,6421,18931.9
2001-07-22,79494,27128,52366,56528,14903,60598,51827,15192,255,3614,21517.55
2001-07-23,85215,55194,30021,29815,49009,136564,39353,17507,140,6817,34709.51
2001-07-24,98587,49738,48849,51259,33321,64365,69259,18032,472,6164,38192.93
2001-07-25,26949,43295,-16346,-21181,44740,137951,54149,17355,279,7544,33004.9
2001-07-26,75393,35337,40056,43502,44942,83486,23421,16524,481,4121,26574.97
2001-07-27,93553,77661,15892,19385,31274,81909,43173,15914,331,3642,50799.72
2001-07-28,26941,37202,-10261,-8898,38461,69847,63749,14862,297,11679,28054.93
2001-07-29,45934,21771,24163,27242,49490,132914,67948,9495,333,5610,13406.73
2001-07-30,43386,58452,-15066,-15036,33698,71000,67543,6113,370,2880,36303.71
2001-07-31,81886,27857,54029,50534,19031,63588,31235,6171,318,6775,18423.95
2001-08-01,95745,46301,49444,53892,37889,147448,46266,9227,404,14084,30162.32
2001-08-02,73413,70900,2513,4922,38224,99988,67394,17383,169,9702,49286.55
